"reference_no","record_type","publication_type","reftitle","pubyr","author1init","author1last","author2init","author2last","otherauthors","editors","refabbr","pubtitle","pubabbr","r_journal","r_booktitle","r_school","publisher","pubcity","pubvol","pubno","firstpage","lastpage","language","doi","ref_type","aff"
80786,"ref","journal article","Systematic descriptions, in A new Drynaria (Polypodiaceae) from the Upper Pliocene of Southwest China",2011,"T.","Su","Z. K.","Zhou","Y. S. Liu","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"164","01-Feb","132","142","English","10.1016/j.revpalbo.2010.11.011","auth,class","China;United States"
85018,"ref","journal article","A one-billion-year-old multicellular chlorophyte",2020,"Q.","Tang","K.","Pang","X. Yuan, S. Xiao","",NA,"Nature Ecology & Evolution",NA,NA,NA,NA,NA,NA,"4","","543-549","","English","10.1038/s41559-020-1122-9","auth,class","China;United States"
76151,"ref","journal article","An update of the Angiosperm Phylogeny Group classification for the orders and families of flowering plants: APG IV",2016,"","The Angiosperm Phylogeny Group","","","","",NA,"Botanical Journal of the Linnean Society",NA,NA,NA,NA,NA,NA,"181","1","1","20","English","10.1111/boj.12385","auth,class","United Kingdom;Russian Federation;Netherlands;Australia;United States;Finland"
48171,"ref","journal article","Asociaciones palinológicas con Angiospermas en el Cretácico Superior de la Cuenca Neuquina, Argentina",2010,"P.","Vallati","","","","",NA,"Revista Brasileira de Paleontolgia",NA,NA,NA,NA,NA,NA,"13","2","143","158","English","10.4072/rbp.2010.2.07","auth","Argentina"
87794,"ref","journal article","First report of a Maastrichtian palynoflora from the Golfo San Jorge Basin, central Patagonia, Argentina",2016,"P.","Vallati","G.","Casal","N. Foix, J. Allard, A. De Sosa Tomas, M. Calo","",NA,"Ameghiniana",NA,NA,NA,NA,NA,NA,"53","4","495","505","English","10.5710/AMGH.28.12.2015.2948","auth,class","Argentina"
87801,"ref","journal article","Salviniales from the Late Cretaceous of the Golfo San Jorge Basin",2017,"P.","Vallati","A.","De Sosa Tomas","G. Casal, M. Calo","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"74","","45","55","English","10.1016/j.cretres.2017.02.004","auth,class","Argentina"
87814,"ref","journal article","A Maastrichtian terrestrial palaeoenvironment close to the K/Pg boundary in the Golfo San Jorge basin, Patagonia, Argentina",2020,"P.","Vallati","A.","De Sosa Tomas","G. Casal","",NA,"Journal of South American Earth Sciences",NA,NA,NA,NA,NA,NA,"97","102401","","","English","10.1016/j.jsames.2019.102401","auth,class","Argentina"
71587,"ref","journal article","A Late Triassic flora from east-central Axel Heiberg Island, Nunavut, Canada",2007,"M. J.","Vavrek","H. C. E.","Larsson","N. Rybczynski","",NA,"Canadian Journal of Earth Sciences",NA,NA,NA,NA,NA,NA,"44","","1653","1659","English","10.1139/E07-042","auth,class","Canada"
82640,"ref","journal article","New cyathealean tree fern, Yavanna chimaerica gen. et sp. nov., from the Early Cretaceous of Livingston Island, Antarctica",2013,"E. I.","Vera","","","","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"44","","214","222","English","10.1016/j.cretres.2013.04.011","auth,class","Argentina"
85741,"ref","journal article","Paleobotany of the uppermost Cretaceous Chorrillo Formation, Santa Cruz Province, Argentina: insights in a freshwater floral community",2022,"E. I.","Vera","V. S.","Perez Loinaze","D. Moyano-Paz, M. D. Coronel, M. Manabe, T. Tsuihiji, F. E. Novas","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"138","105296","1","23","English","10.1016/j.cretres.2022.105296","auth,class","Japan;Argentina"
76898,"ref","journal article","The mid-Miocene Zhangpu biota reveals an outstandingly rich rainforest biome in East Asia",2021,"B.","Wang","G. L.","Shi","C. P. Xu, R. A. Spicer, V. Perrichot, A. R. Schmidt, K. Feldberg, J. Heinrichs, C. Chény, H. Pang, X. Y. Liu, T. P. Gao, Z. X. Wang, A. Ślipiński, M. M. Solórzano-Kraemer, S. W. Heads, M. J. Thomas, E. M. Sadowski, J. Szwedo, D. Azar, A. Nel, Y. Liu, J. C","",NA,"Science Advances",NA,NA,NA,NA,NA,NA,"7","eabg0625","","","English","10.1126/sciadv.abg0625","auth,class","China;Germany;France;Lebanon;Australia;Poland;United States;United Kingdom;Hong Kong"
80789,"ref","journal article","Systematic descriptions, in Lignified woods of Pinus (Pinaceae) from the late Miocene of central Yunnan, China, and their biogeographic and paleoclimatic implications",2017,"H. B.","Wang","A. A.","Oskolski","Z. K. Zhou","",NA,"Palaeoworld",NA,NA,NA,NA,NA,NA,"26","3","553","565","English","10.1016/j.palwor.2016.06.003","auth,class","China;Russian Federation;South Africa"
54932,"ref","journal article","A reconstruction of the Fossil Salvinia from the Eocene of Hainan Island, South China",2014,"L.","Wang","Q. Q.","Xu","J. H. Jin","",NA,"",NA,NA,NA,NA,NA,NA,"203","","12","21","English","10.1016/j.revpalbo.2013.12.005","auth,class","China"
80419,"ref","journal article","Systematic descriptions, in The earliest fossil bamboos of China (middle Miocene, Yunnan) and their biogeographical importance",2013,"L.","Wang","Z. K.","Zhou","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"197","","253","265","English","10.1016/j.revpalbo.2013.06.004","auth,class","China;Switzerland"
83597,"ref","journal article","Fruits of Koelreuteria (Sapindaceae) from the Cenozoic throughout the northern hemisphere: their ecological, evolutionary, and biogeographic implications",2013,"Q.","Wang","S. R.","Manchester","H. J. Gregor, S. Shen, Z. Y. Li","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"100","2","422","449","English","10.3732/ajb.1200415","auth,class","United States;China;Germany"
80422,"ref","journal article","Systematic descriptions, in Bamboo leaf and pollen fossils from the late Miocene of eastern Zhejiang, China and their phytogeological significance",2014,"Q. J.","Wang","B. N.","Sun","","",NA,"Acta Geologica Sinica",NA,NA,NA,NA,NA,NA,"88","4","1066","1083","English","10.1111/1755-6724.12274","auth,class","China"
84191,"ref","journal article","Microstructure and significance of cordaitean reproductive organs from the lower Permian of Gansu, Northwest China",2018,"Z.","Wang","B.","Sun","F. Sun, C. Xiong Y. Chen, X. Wang","",NA,"Journal of Asian Earth Sciences",NA,NA,NA,NA,NA,NA,"58","1","49","64","English","10.1016/j.jseaes.2018.02.016","class","China"
80364,"ref","journal article","Systematic descriptions, in New fossil leaves and fruits of Lauraceae from the Middle Miocene of Fujian, southeastern China differentiated using a cluster analysis",2019,"Z. X.","Wang","B. N.","Sun","","",NA,"Historical Biology",NA,NA,NA,NA,NA,NA,"31","5","581","599","English","10.1080/08912963.2017.1379517","auth,class","United States;China"
80373,"ref","journal article","Systematic descriptions, in A new Cercis (Leguminosae) from the middle Miocene of Fujian, China",2022,"Z. X.","Wang","B. N.","Sun","","",NA,"Historical Biology",NA,NA,NA,NA,NA,NA,"34","1","94","101","English","10.1080/08912963.2021.1900170","auth,class","China"
80791,"ref","journal article","Two species of fern macrofossil from the late Miocene of Lincang, Yunnan, China and their paleoecological implications",2013,"W. W.","Wen","S. P.","Xie","K. N. Liu, B. N. Sun, L. Wang, H. Li, K. Q. Dao","",NA,"Palaeoworld",NA,NA,NA,NA,NA,NA,"22","03-Apr","144","152","English","10.1016/j.palwor.2013.06.004","auth,class","China"
54697,"ref","journal article","Late Palaeocene Cupressaceae Macrofossils at Lake Bungarby, New South Wales",1999,"S. S.","Whang","R. S.","Hill","","",NA,"Australian Systematic Botany",NA,NA,NA,NA,NA,NA,"12","2","241","254","English","10.1071/SB98005 ","auth","Australia"
87948,"ref","journal article","The first Gondwanan Euphorbiaceae fossils reset the biogeographic history of the Macaranga‐Mallotus clade",2023,"P.","Wilf","A.","Iglesias","M. A. Gandolfo","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"110","5","1","20","English","10.1002/ajb2.16169","auth,class","Argentina;United States"
83414,"ref","journal article","Taxonomy, phylogeny, and paleoecology of Eoseira wilsonii gen. et sp. nov., a Middle Eocene diatom (Bacillariophyceae: Aulacoseiraceae) from lake sediments at Horsefly, British Columbia, Canada",2005,"A. P.","Wolfe","M. B.","Edlund","","",NA,"Canadian Journal of Earth Sciences",NA,NA,NA,NA,NA,NA,"42","2","243","257","English","10.1139/e04-051","auth,class","United States;Canada"
87597,"ref","journal article","The Proposed New Radiolarian Subfamily Retentactiniinae (Entactiniidae) from the Late Devonian (Frasnian) Gogo Formation, Australia",1997,"M.-Z.","Won","","","","",NA,"Micropaleontology",NA,NA,NA,NA,NA,NA,"43","4","371","418","English","10.2307/1485931","auth,class","South Korea"
87603,"ref","journal article","Review of family Entactiniidae (Radiolaria), and taxonomy and morphology of Entactiniidae in the late Devonian (Frasnian) Gogo formation, Australia",1997,"M.-Z.","Won","","","","",NA,"Micropaleontology",NA,NA,NA,NA,NA,NA,"43","4","333","369","English","10.2307/1485930","auth,class","South Korea"
80794,"ref","journal article","Systematic descriptions, in Dimorphic fronds and in situ spores of Drynaria (Polypodiaceae) from the upper Pliocene of Southwest China",2012,"J. Y.","Wu","B. N.","Sun","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"172","","1","9","English","10.1016/j.revpalbo.2012.01.007","auth,class","China"
80335,"ref","journal article","Systematic descriptions, in A new species of Rhodoleia (Hamamelidaceae) from the Upper Pliocene of West Yunnan, China and comments on phytogeography and insect herbivory",2015,"J.-Y.","Wu","B.-N.","Sun","","",NA,"Acta Geologica Sinica",NA,NA,NA,NA,NA,NA,"89","5","1440","1452","English","10.1111/1755-6724.12556","auth,class","China;United States"
80367,"ref","journal article","Citrus linczangensis sp. n., a leaf fossil of Rutaceae from the Late Miocene of Yunnan, China",2013,"S. P.","Xie","S. R.","Manchester","K. N. Liu, Y. F. Wang, B. N. Sun","",NA,"International Journal of Plant Sciences",NA,NA,NA,NA,NA,NA,"174","8","1201","1207","English","10.1086/671796","auth,class","China;United States"
80795,"ref","journal article","Systematic descriptions, in Firmiana (Malvaceae: Sterculioideae) fruits from the Upper Miocene of Yunnan, Southwest China",2014,"S. P.","Xie","S. R.","Manchester","","",NA,"Geobios",NA,NA,NA,NA,NA,NA,"47","4","271","279","English","10.1016/j.geobios.2014.03.005","auth,class","China;United States"
80796,"ref","journal article","Systematic descriptions, in Numerical taxonomy of Palaeocarya (Juglandaceae) from the Mangbang Formation of West Yunnan, China",2010,"S. P.","Xie","B. N.","Sun","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"162","2","193","202","English","10.1016/j.revpalbo.2010.07.001","auth,class","China;United States"
80797,"ref","journal article","Systematic descriptions, in Pinus prekesiya sp. nov. from the upper Miocene of Yunnan, southwestern China and its biogeographical implications",2010,"Y. W.","Xing","Y. S.","Liu","Z. K. Zhou","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"160","01-Feb","1","9","English","10.1016/j.revpalbo.2009.12.008","auth,class","China;United States"
80384,"ref","journal article","Systematic descriptions, in A new Quercus species from the upper Miocene of southwestern China and its ecological significance",2013,"Y. W.","Xing","Z. K.","Zhou","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"193","","99","109","English","10.1016/j.revpalbo.2013.02.001","auth,class","China;Switzerland;United States"
80798,"ref","journal article","Systematic descriptions, in A new Tsuga species from the upper Miocene of Yunnan, southwestern China and its palaeogeographic significance",2013,"Y. W.","Xing","Z. K.","Zhou","","",NA,"Palaeoworld",NA,NA,NA,NA,NA,NA,"22","03-Apr","159","167","English","10.1016/j.palwor.2013.09.003","auth,class","China;Switzerland;United States"
80569,"ref","journal article","Systematic descriptions, in The first fossil record of ring-cupped oak (Quercus L. subgenus Cyclobalanopsis (Oersted) Schneider) in Tibet and its paleoenvironmental implications",2016,"H.","Xu","T.","Su","Z. K. Zhou","",NA,"Palaeogeography, Palaeoclimatology, Palaeoecology",NA,NA,NA,NA,NA,NA,"442","","61","71","English","10.1016/j.palaeo.2015.11.014","auth,class","China"
80799,"ref","journal article","Systematic descriptions, in Eocene Podocarpium (Leguminosae) from South China and its biogeographic implications",2015,"Q. Q.","Xu","J. H.","Jin","","",NA,"Frontiers in Plant Science",NA,NA,NA,NA,NA,NA,"6","","938","","English","10.3389/fpls.2015.00938","auth,class","China;United States"
83961,"ref","journal article","Protomelission is an early dasyclad alga and not a Cambrian bryozoan",2023,"J.","Yang","T.","Lan","X.G. Zhang, M.R. Smith","",NA,"Nature",NA,NA,NA,NA,NA,NA,"615","","468","471","English","10.1038/s41586-023-05775-5","class","China;United Kingdom"
54415,"ref","journal article","Miocene algae and spores from Tierra del Fuego, Argentina",2004,"M. C.","Zamaloa","","","","",NA,"Alcheringa",NA,NA,NA,NA,NA,NA,"28","1","205","227","English","10.1080/03115510408619282","auth,class","Argentina"
80383,"ref","journal article","Systematic descriptions, in Sequoia maguanensis, a new Miocene relative of the coast redwood, Sequoia sempervirens, from China: Implications for paleogeography and paleoclimate",2015,"J. W.","Zhang","Z. K.","Zhou","","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"102","1","103","118","English","10.3732/ajb.1400347","auth,class","India;China;South Korea"
80381,"ref","journal article","The occurrence of Pinus massoniana Lambert (Pinaceae) from the upper Miocene of Yunnan, SW China and its implications for paleogeography and paleoclimate",2015,"J.-W.","Zhang","A.","D'Rozario","J. M. Adams, X.-Q. Liang, F. M. B. Jacques, T. Su, Z. K. Zhou","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"215","","57","67","English","10.1016/j.revpalbo.2014.11.006","auth,class","India;China;South Korea"
80382,"ref","journal article","Calocedrus shengxianensis, a late Miocene relative of C. macrolepis (Cupressaceae) from South China: Implications for paleoclimate and evolution of the genus",2015,"J.-W.","Zhang","J.","Huang","A. D'Rozario, J. M. Adams, Z. K. Zhou","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"222","","1","15","English","10.1016/j.revpalbo.2015.07.004","auth,class","China;India;South Korea"
80385,"ref","journal article","Systematic descriptions, in Miocene Ulmus fossil fruits from Southwest China and their evolutionary and biogeographic implications",2018,"Q. Y.","Zhang","Y. W.","Xing","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"259","","198","206","English","10.1016/j.revpalbo.2018.10.007","auth,class","China"
80567,"ref","journal article","Systematic descriptions, in Fossil leaves of Berhamniphyllum (Rhamnaceae) from Markam, Tibet and their biogeographic implications",2020,"Z. K.","Zhou","T. X.","Wang","J. Huang","",NA,"Science China Earth Sciences",NA,NA,NA,NA,NA,NA,"63","","224","234","English","10.1007/s11430-019-9477-8","auth,class","United Kingdom;China"
80592,"ref","journal article","New fossil seeds of Eurya (Theaceae) from East Asia and their paleobiogeographic implications",2016,"H.","Zhu","Y. J.","Huang","T. Su, Z. K. Zhou","",NA,"Plant Diversity",NA,NA,NA,NA,NA,NA,"38","3","125","132","English","10.1016/j.pld.2016.05.001","auth,class","China"
80780,"ref","journal article","Systematic descriptions, in Fossil endocarps of Aralia (Araliaceae) from the upper Pliocene of Yunnan in southwest China, and their biogeographical implications",2015,"H.","Zhu","Y. J.","Huang","Z. K. Zhou","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"223","","94","103","English","10.1016/j.revpalbo.2015.09.010","auth,class","United States;China"
80596,"ref","journal article","Systematic descriptions, in Continuous existence of Zanthoxylum (Rutaceae) in Southwest China since the Miocene",2016,"H.","Zhu","Z. K.","Zhou","","",NA,"Quaternary International",NA,NA,NA,NA,NA,NA,"392","","224","232","English","10.1016/j.quaint.2015.05.020","auth,class","China"
55684,"ref","journal article","Jurassic–Cretaceous palynomorphs, palynofacies, and petroleum potential of the Sharib-1X and Ghoroud-1X wells, north Western Desert, Egypt",2013,"M. K.","Zobaa","S. Y.","El-Beialy","H. A. El-Sheikh, M. K. El-Beshtawy","",NA,"Journal of African Earth Sciences",NA,NA,NA,NA,NA,NA,"78","","51","65","English","10.1016/j.jafrearsci.2012.09.010","class","Egypt"
78219,"ref","journal article","Early Priabonian Mesophyllum dominated coralline algal assemblage from coastal upwelling settings (Central Carpathian Paleogene Basin, Slovakia)",2021,"J.","Hrabovsky","D.","Starek","K. Holcova, K. Zagorsek","",NA,"Palaeobiodiversity and Palaeoenvironments",NA,NA,NA,NA,NA,NA,"","","1","38","English","10.1007/s12549-021-00488-x","auth,class","Czech Republic;Slovakia"
85251,"ref","journal article","The diverse radiodont fauna from the Marjum Formation of Utah, USA (Cambrian: Drumian)",2021,"S.","Pates","R.","Lerosey-Aubril","A.C. Daley, C. Kier, E. Bonino, J. Ortega-Hernandez","",NA,"PeerJ",NA,NA,NA,NA,NA,NA,"9","","1","43","English","10.7717/peerj.10509","auth,class","United States;Switzerland;Mexico"
77957,"ref","journal article","Pleistocene coralline algal buildups on a mid-ocean rocky shore – insights into the MIS 5e record of the Azores",2021,"A.C.","Rebelo","M.W.","Rasser","R.S. Ramalha, M.E. Johnson, C.S. Melo, A. Uchman, R. Quartau, B. Berning, A.I. Neto, A.R. Mendes, D. Basso, S.P. Avila","",NA,"Palaeogeography, Palaeoclimatology, Palaeoecology",NA,NA,NA,NA,NA,NA,"579","","","","English","10.1016/j.palaeo.2021.110598","class","Portugal;Germany;United States;United Kingdom;Poland;Italy;Ireland;Austria"
76169,"ref","journal article","Organic-walled microfossils in the Ediacaran of Estonia: Biodiversity on the East European Platform",2020,"E. H. M.","Arvestal ","S.","Willman","","",NA,"Precambrian Research ",NA,NA,NA,NA,NA,NA,"341","","","","English","10.1016/j.precamres.2020.105626","auth,class","Sweden"
77582,"ref","journal article","Coralline algae as depth indicators in the Miocene carbonates of the Eratosthenes Seamount (ODP Leg 160, Hole 966F)",2020,"G.","Coletti","D.","Basso","","",NA,"Geobios",NA,NA,NA,NA,NA,NA,"60","","29","46","English","10.1016/j.geobios.2020.03.005","auth","Italy"
78218,"ref","journal article","The first identification of fossil Mesophyllum in accordance to the modern taxonomic concepts in coralline algae",2019,"J.","Hrabovsky","D.","Basso","G. Coletti","",NA,"Acta Palaeontologica Polonica",NA,NA,NA,NA,NA,NA,"64","4","897","909","English","10.4202/app.00591.2019","auth,class","Italy;Slovakia"
78031,"ref","journal article","Late glacial to deglacial variation of coralgal assemblages in the Great\r\nBarrier Reef, Australia",2019,"M.","Humblet","D.C.","Potts","J.M. Wenster, J.C. Braga, Y. Iryu, Y. Yokoyama, R. Bourillot, C. Seard, A. Drowler, K. Fujita, E. Gischler, H. Kan","",NA,"Global and Planetary Change",NA,NA,NA,NA,NA,NA,"174","","70","91","English","10.1016/j.gloplacha.2018.12.014","auth,class","France;Spain;Japan;Australia;United States;Germany"
77706,"ref","journal article","Paleontology and paleoecology of coralline algal assemblages from the Early–Middle Miocene deposits in NW of the Zagros basin, Iran",2019,"A.","Roozpeykar","I.","Maghfouri-Moghaddam","M. Yazdi, B. Yousefi-Yegane","",NA,"Carbonates and Evaporites",NA,NA,NA,NA,NA,NA,"34","","1595","1618","English","10.1007/s13146-019-00509-z","class","Iran"
61848,"ref","journal article","The evolution of the Great Barrier Reef during the Last Interglacial Period",2017,"B.","Dechnik","J. M.","Webster","G. E. Webb, L. Nothdurft, A. Dutton, J. -C. Braga, J. Zhao, S. Duce, J. Sadler","",NA,"Global and Planetary Change",NA,NA,NA,NA,NA,NA,"149","","53","71","English","10.1016/j.gloplacha.2016.11.018","auth","Australia;Spain;United States"
63835,"ref","journal article","Taxonomy of Paleozoic radiolarian genera",2017,"P.","Noble","J. C.","Aitchison","T. Danelian, P. Dumitrica, J. Maletz, N. Suzuki, J. Cuvelier, M. Caridroit, L. O'Dogherty","",NA,"Geodiversitas",NA,NA,NA,NA,NA,NA,"39","","419","502","English","10.5252/g2017n3a4","auth,class","France;Australia;Germany;Spain;Japan;United States"
77597,"ref","journal article","Diagnostic characters in fossil coralline algae (Corallinophycidae: Rhodophyta)\r\nfrom the Miocene of southern Moravia (Carpathian Foredeep, Czech Republic)",2016,"J.","Hrabovsky","D.","Basso","N. Dolakova","",NA,"Journal of Systematic Palaeontology",NA,NA,NA,NA,NA,NA,"14","6","499","525","English","10.1080/14772019.2015.1071501","auth,class","Czech Republic;Italy"
73672,"ref","journal article","Stephanocha nom. nov., a replacement name for the illegitimate silicoflagellate genus Distephanus (Dictyochophyceae)",2015,"R.W.","Jordan","K.","McCartney","","",NA,"Phytotaxa",NA,NA,NA,NA,NA,NA,"201","3","177","187","English","10.11646/phytotaxa.201.3.1","auth,class","Japan;United States"
52495,"ref","journal article","The Paleozoic problematica Wetheredella and Allonema are two aspects of the same organism",2014,"E.","Jarochowska","A.","Munnecke","","",NA,"Facies",NA,NA,NA,NA,NA,NA,"60","2","651","662","English","10.1007/s10347-014-0399-z","auth,class","Germany"
54009,"ref","journal article","Rhodolith forming coralline algae in the Upper Miocene of Santa Maria Island (Azores, NE Atlantic): a critical evaluation",2014,"A. -C.","Rebelo","M. W.","Rasser","R. Riosmena-Rodriguez, A. I. Neto, S. P. Avila","",NA,"Phytotaxa",NA,NA,NA,NA,NA,NA,"190","1","370","382","English","10.11646/phytotaxa.190.1.22","auth,class","Portugal;Germany;Mexico"
50226,"ref","journal article","The ginkgophytes from the German Kupferschiefer (Permian), with considerations on the taxonomic history and use of Baiera and Sphenobaiera",2013,"K.","Bauer","E.","Kustatscher","M. Krings","",NA,"Bulletin of Geosciences",NA,NA,NA,NA,NA,NA,"88","3","539","556","English","10.3140/bull.geosci.1394","auth","Germany;Italy"
73152,"ref","journal article","Middle Permian (Guadalupian) fusulinid taxonomy and biostratigraphy of the mid-latitude Dalan Basin, Zagros, Iran and their applications in paleoclimate dynamics and paleogeography",2013,"V. I.","Davydov","S.","Arefifard","","",NA,"GeoArabia",NA,NA,NA,NA,NA,NA,"18","","17","62","English","10.2113/geoarabia180217","auth,class","Iran;United States"
48420,"ref","journal article","Foraminiferal assemblage in the coral-bearing limestones of the Vršatec area (Pieniny Klippen Belt, Western Carpathians, Slovakia)",2013,"E.","Morycowa","B.","Olszewska","","",NA,"Geologica Carpathica",NA,NA,NA,NA,NA,NA,"64","1","63","69","English","10.2478/geoca-2013-0004","auth","Poland"
48182,"ref","journal article","Mixed Tethyan and McCloud Belt rugose corals and fusulinids in an Upper Triassic conglomerate, central Oregon",2013,"M. K.","Nestell","C. H.","Stevens","","",NA,"Journal of Paleontology",NA,NA,NA,NA,NA,NA,"87","","909","921","English","10.1666/12-138","class","United States"
77874,"ref","journal article","Reassessment of Lemoine’s newly discovered types of fossil corallines (Corallinales, Rhodophyta) preserved at the Muséum national d’histoire naturelle, Paris",2012,"J.","Aguirre","J.C.","Braga","B. Reviers, W.J. Woelkerling","",NA,"Cryptogamie, Algologie",NA,NA,NA,NA,NA,NA,"33","3","289","326","English","10.7872/crya.v33.iss3.2012.289","auth,class","France;Spain;Australia"
46944,"ref","journal article","Palynozonation of the Cretaceous to Lower Paleogene Strata of the Muglad Basin, Sudan",2012,"A. A. M.","Eisawi","A. B.","Ibrahim","O. B. A. Rahim, E. Schrank","",NA,"Palynology",NA,NA,NA,NA,NA,NA,"36","2","191","207","English","10.1080/01916122.2011.633634","auth,class","Sudan;Germany"
44540,"ref","journal article","Miliolipora species (Foraminifera, Miliolina) from the Rhaetian Dachstein Limestone of Karavanke Mts (Slovenia); palaeoecological and palaeobiogeographic implications",2012,"L.","Gale","R.","Rettori","R. Martini, A. Kastelic, J. Praprotnik, M. Jamnik, A. Smuc, B. Rozic","",NA,"Revue de Micropaleontologie",NA,NA,NA,NA,NA,NA,"55","","99","112","English","10.1016/j.revmic.2012.05.001","auth,class","Slovenia;Switzerland;Italy"
68028,"ref","journal article","Ginkgoalean woods from the Jurassic of Argentina: Taxonomic considerations and palaeogeographical distribution",2012,"S.","Gnaedinger","","","","",NA,"Geobios",NA,NA,NA,NA,NA,NA,"45","","187","198","English","10.1016/j.geobios.2011.01.007","auth,class","Argentina"
42281,"ref","journal article","Middle and Late Permian foraminifers from the Chichibu belt, Takachiho area, Kyushu, Japan: implications for faunal events",2012,"F.","Kobayashi","","","","",NA,"Journal of Paleontology",NA,NA,NA,NA,NA,NA,"86","4","669","687","English","10.1666/11-049r.1","auth,class","Japan"
50222,"ref","journal article","Danaeopsis Heer ex Schimper 1869 and its European Triassic species",2012,"E.","Kustatscher","K.-P.","Kelber","J. H. A. Van Konijnenburg-van Cittert","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"183","","32","49","English","10.1016/j.revpalbo.2012.06.011","auth","Netherlands;Germany;Italy"
55628,"ref","journal article","Estudio palinologico de la Formación Punta del Barco (Aptiano) de la provincia de Santa Cruz, Argentina: Granos de polen de Gimnospermas y caracterización de la flora",2012,"M.","Llorens","","","","",NA,"Ameghiniana",NA,NA,NA,NA,NA,NA,"49","4","409","426","Spanish","10.5710/amgh.2.4.2012.354","auth,class","Argentina"
45355,"ref","journal article","Ediacaran radiation of organic-walled microbiota recorded in the Ura Formation, Patom Uplift, East Siberia",2012,"M.","Moczydowska","K. E.","Nagovitsin","","",NA,"Precambrian Research",NA,NA,NA,NA,NA,NA,"198-199","","1","24","English","10.1016/j.precamres.2011.12.010","auth,class","Russian Federation;Sweden"
55725,"ref","journal article","Palynostratigraphic study of the Early Cretaceous Río Mayer and Kachaike formations at the Quebrada El Moro Section, Austral Basin, southwestern Argentina",2012,"V. S.","Perez Loinaze","S.","Archangelsky","G. Cladera","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"34","","161","171","English","10.1016/j.cretres.2011.10.015","class","Argentina"
75386,"ref","journal article","New species of Neogene radiolarians from the Southern Ocean",2012,"J.","Renaudie","D. B.","Lazarus","","",NA,"Journal of Micropalaeontology",NA,NA,NA,NA,NA,NA,"31","","29","52","English","10.1144/0262-821x10-026","class","Germany"
55730,"ref","journal article","Palinoestratigrafia do intervalo Alagoas da Bacia do Araripe, Nordeste do Brasil",2012,"A.","Rios Netto","M.","Regali","I. Carvalho, F. I. Freitas","",NA,"Revista Brasileira de Geociências",NA,NA,NA,NA,NA,NA,"42","2","331","342","English","10.5327/z0375-75362012000200009","auth,class","Brazil"
43695,"ref","journal article","Kungurian (Late Cisuralian) fusuline fauna from the Cuozheqiangma area, northern Tibet and its palaeobiogeographical implications",2012,"Y. C.","Zhang","Y.","Wang","Y. J. Zhang, D. X. Yuan","",NA,"Palaeoworld",NA,NA,NA,NA,NA,NA,"21","","139","152","English","10.1016/j.palwor.2012.09.001","class","China;Australia"
42041,"ref","journal article","Taxonomy, nomenclature, and evolution of the early schubertellid fusulinids",2011,"V. I.","Davydov","","","","",NA,"Acta Palaeontologica Polonica",NA,NA,NA,NA,NA,NA,"56","","181","194","English","10.4202/app.2010.0026","class","United States"
55469,"ref","journal article","High conifer diversity in Oligo Miocene New Zealand",2011,"G. J.","Jordan","R. J.","Carpenter","J. M. Bannister, D. E. Lee, D. C. Mildenhall, R. S. Hill","",NA,"Australian Systematic Botany",NA,NA,NA,NA,NA,NA,"24","","121","136","English","10.1071/sb11004","auth,class","New Zealand;Australia"
50213,"ref","journal article","The ferns of the Middle Triassic flora from Thale (Germany)",2011,"E.","Kustatscher","J. H. A.","Van Konijnenburg-van Cittert","","",NA,"Neues Jahrbuch für Geologie und Paläontologie, Abhandlungen",NA,NA,NA,NA,NA,NA,"261","2","209","248","English","10.1127/0077-7749/2011/0174","auth","Netherlands;Italy"
42125,"ref","journal article","First record of Gzhelian and Asselian fusulinids from the Vazhnan Formation (Sanandaj-Sirgan zone of Iran)",2011,"E. J.","Leven","M. N.","Gorgij","","",NA,"Stratigraphy and Geological Correlation",NA,NA,NA,NA,NA,NA,"19","","486","501","English","10.1134/s0869593811050066","class","Russian Federation;Iran"
